StateCode,Division,YearMonth,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX
30,0,199603,2.07,27.8,0.94,0.94,-1.53,-0.28,0,1010,-1,-1.19,0.16,1.46,0.73,-0.43,-0.5,17.3,38.3
30,0,199604,5.26,41.7,2.09,2.09,3.75,2.09,0,575,1.77,0.72,0.3,0.87,1.2,0.28,-0.25,31.6,51.7
30,0,199605,4.92,52.7,2.57,2.57,2.08,2.57,5,301,1.04,1.61,1.11,1.02,1.76,0.88,-0.04,41.7,63.6
30,0,199606,4.81,65.3,2.8,2.8,1.48,2.8,100,28,0.76,1.12,1.6,1.53,2,1.47,-0.08,55.2,75.3
30,0,199607,5.54,66.4,3.65,3.65,3.42,3.65,149,13,1.38,1.27,1.52,1.46,1.56,1.7,0.23,56.4,76.5
30,0,199608,2.69,67.3,2.81,2.81,-1.41,2.2,168,12,-1.02,0.41,0.75,1.23,1.16,1.72,-0.17,56.4,78.1
30,0,199609,5.25,60.2,3.3,3.3,2.34,3.3,43,95,1.12,0.38,1.05,1.84,1.81,2.11,0.13,51.1,69.2
30,0,199610,4.12,48,3.61,3.61,1.95,3.61,0,424,0.5,1.04,0.5,1.39,1.41,1.55,0.55,37.5,58.5
30,0,199611,4.7,32.6,4.19,4.19,2.85,4.19,0,836,1.08,0.97,1.38,1.44,1.8,1.69,0.64,25.2,39.9
30,0,199612,4.89,31.9,4.66,4.66,2.71,4.66,0,905,1.49,1.58,1.44,1.66,2.16,2.09,0.99,25.9,37.8
30,0,199701,2.7,20,4.14,4.14,-0.11,4.04,0,1214,-0.01,1.07,1.4,1.24,1.83,1.77,0.91,10.7,29.3
30,0,199702,2.52,27.3,3.7,3.7,-0.06,3.52,0,894,0.08,-0.1,0.89,1.59,1.65,1.94,0.96,17.6,37.1
30,0,199703,3.91,30.1,3.85,3.85,1.6,3.85,0,915,0.83,0.64,0.45,1.46,1.67,2.29,1.23,20.6,39.5
30,0,199704,2.63,41,3.17,3.17,-0.85,2.78,0,598,-0.59,0.21,0.13,1.14,1.13,1.77,1.22,29.8,52.1
30,0,199705,3.22,49.8,2.92,2.92,0.23,2.57,0,357,-0.2,-0.46,0.01,0.55,1.23,1.4,1.42,39.2,60.5
30,0,199706,2.97,64.9,2.21,2.21,-1.24,1.33,85,34,-0.55,-0.56,-0.75,-0.41,0.63,0.98,1.53,53.1,76.7
30,0,199707,3.24,66.9,1.8,1.8,-0.55,0.68,189,10,-0.47,-0.75,-0.74,-0.57,0.36,0.52,1.49,55.4,78.4
30,0,199708,4.1,64.9,1.88,1.88,0.8,1.05,141,24,0.41,-0.16,-0.45,-0.41,0.07,0.77,1.71,54.2,75.7
30,0,199709,3.86,57.9,1.79,1.79,0.32,1.05,30,127,0.21,0.4,0.03,-0.61,-0.39,0.51,1.75,47.6,68.1
30,0,199710,2.16,46.9,1.17,1.17,-1.31,-0.02,0,433,-0.88,-0.58,-0.31,-0.79,-0.69,0.1,1.06,36,57.9
30,0,199711,4.61,34.5,1.65,1.65,1.79,1.03,0,782,1.01,0.04,0.07,-0.34,-0.34,0.07,1.1,27.4,41.7
30,0,199712,3.09,27.8,1.43,1.43,-0.13,0.75,0,1002,-0.02,0.7,-0.02,-0.09,-0.53,-0.34,1.24,20.9,34.7
30,0,199801,5.24,27.5,2.65,2.65,4.08,2.65,0,989,1.98,1.55,1.67,0.88,0.23,0.26,1.29,20.1,35
30,0,199802,2.57,30.2,2.39,2.39,0.03,2.34,0,852,0.13,1.78,1.35,0.82,0.33,0.25,1.39,21.5,38.8
30,0,199803,3.64,34.8,2.37,2.37,0.7,2.37,0,804,0.57,0.48,1.76,0.98,0.72,0.17,1.56,25.8,43.8
30,0,199804,3.12,46,1.78,1.78,-1.04,1.26,0,490,-0.07,0.36,0.29,1.46,0.88,0.29,1.23,34.3,57.7
30,0,199805,3.59,60.4,1.22,1.22,-1.12,0.17,34,151,0.09,0.04,0.29,1.03,0.73,0.36,1.09,48.8,72
30,0,199806,6.74,63.7,2.65,2.65,4.66,2.65,68,48,1.75,1.36,1.1,1.9,1.35,1.15,1.32,54.1,73.3
30,0,199807,3.94,67.7,2.6,2.6,0.65,2.6,205,8,0.18,1.41,1.17,1.13,1.7,1.27,1.17,57.2,78.2
30,0,199808,3.41,68,-0.14,2.19,-0.43,1.94,216,9,-0.23,-0.15,1.14,0.98,1.44,1.11,1.27,57.2,78.8
30,0,199809,2.78,61.1,-0.63,1.46,-1.51,0.52,66,71,-0.66,-0.77,-0.55,0.5,1.27,0.92,0.93,50,72.2
30,0,199810,2.84,49.4,-0.91,0.97,-1.02,-0.4,0,377,-0.33,-0.79,-0.81,0.35,0.41,1.09,0.74,40.1,58.8
30,0,199811,1.84,38.5,-1.83,-1.83,-3.05,-1.83,0,682,-1.44,-1.22,-1.48,-0.15,-0.01,0.53,0.34,31.2,45.8
30,0,199812,1.69,32.8,-2.45,-2.45,-2.42,-2.45,0,867,-1.58,-2.34,-1.94,-1.66,-0.51,0.23,-0.1,23.7,42
30,0,199901,5.58,20.7,-0.65,-0.65,4.64,1.42,0,1177,2.18,0.85,-0.11,-0.75,0.21,0.3,0.34,11.2,30.1
30,0,199902,1.34,27.1,-1.32,-1.32,-2.23,-0.26,0,938,-1.63,1.18,0.01,-1.19,-0.12,0,0.15,17.3,36.9
30,0,199903,3.93,30.1,-0.64,-0.64,1.63,1.02,0,904,0.85,-0.21,1.44,-0.48,-0.73,0.04,0.12,20.8,39.5
30,0,199904,1.79,44,-1.58,-1.58,-3.01,-1.03,0,520,-1.63,-0.37,-1.13,-0.88,-1.28,-0.27,-0.01,32.4,55.7
30,0,199905,2.61,57.4,-2.06,-2.06,-1.94,-2.06,17,205,-0.72,-1.48,-0.76,-0.6,-1.36,-0.5,-0.11,44.7,70.1
30,0,199906,2.19,66.7,-2.8,-2.8,-2.84,-2.8,140,14,-1.38,-1.43,-1.97,-0.61,-1.54,-1.59,-0.22,54.5,79
30,0,199907,3.28,71.3,-3.13,-3.13,-1.86,-3.13,308,1,-0.43,-1.23,-1.38,-1.83,-1.68,-1.86,-0.22,59.8,82.7
30,0,199908,2.84,65.8,-3.53,-3.53,-2.17,-3.53,172,19,-0.85,-0.97,-1.65,-1.67,-1.44,-1.88,-0.4,54.8,76.8
30,0,199909,7.09,62.1,1.23,-1.93,3.69,-0.41,66,65,2.12,1.4,0.94,-0.69,0.06,-0.81,0.11,51.2,73
30,0,199910,3.04,46.7,1.2,-1.64,0.29,-0.03,0,442,-0.19,1.37,0.84,-0.31,-0.84,-0.81,0.21,35.9,57.6
30,0,199911,3.1,42.2,0.82,-1.73,-0.78,-0.43,0,576,-0.17,-0.3,1.08,-0.15,-0.56,-0.51,0,33.3,51.1
30,0,199912,1.98,28.7,0.11,-2.18,-1.88,-1.53,0,967,-1.22,-0.9,-0.87,0,-1.05,-0.4,-0.13,20.6,36.6
30,0,200001,3.3,19.2,0.39,-1.66,0.88,-0.7,0,1243,0.56,-0.53,-0.52,0.37,-0.57,-1,-0.42,9.5,28.9
30,0,200002,2.88,25.9,0.55,-1.29,0.6,-0.14,0,961,0.47,0.65,-0.26,0.78,-0.25,-0.62,-0.4,16.5,35.4
30,0,200003,3.03,37.9,0.2,-1.45,-0.88,-0.59,0,728,-0.02,0.27,0.5,-0.44,0.19,-0.84,-0.5,27.5,48.4
30,0,200004,5.16,42.6,1.3,1.3,3.37,1.3,0,573,1.7,1.23,1.27,0.45,0.88,-0.02,-0.19,33,52.2
30,0,200005,5.8,56.4,2.05,2.05,2.64,2.05,16,213,1.6,1.91,1.78,1.34,1.57,0.7,0.11,45.8,67.1
30,0,200006,5.32,63.5,2.7,2.7,2.57,2.7,81,42,1.05,1.65,2,2.07,1.09,1.32,-0.1,53.4,73.7
30,0,200007,4.34,64.8,3.01,3.01,1.78,3.01,116,25,0.51,0.99,1.58,2.03,1.35,1.5,-0.04,54.6,75
30,0,200008,4.16,65.4,3.22,3.22,1.56,3.22,134,23,0.46,0.58,1.04,1.93,1.59,1.71,0.09,55.5,75.3
30,0,200009,3.69,58.3,3.16,3.16,0.83,3.16,29,126,0.09,0.33,0.5,1.84,1.95,1.1,0.24,47.7,68.9
30,0,200010,2.34,48.8,-0.18,2.66,-0.53,2.39,0,405,-0.72,-0.57,-0.28,0.98,1.42,1,0.14,38.3,59.2
30,0,200011,2.74,36.3,-0.35,2.2,-0.57,1.64,0,740,-0.5,-0.94,-0.79,0.16,1.16,0.95,0.29,29,43.7
30,0,200012,3.48,19.5,-0.15,2.13,0.49,1.72,0,1232,0.34,-0.12,-0.64,-0.19,1.14,1.24,0.59,11,27.9
30,0,200101,1.61,22.4,-0.77,1.27,-1.92,0.07,0,1187,-1.44,-0.67,-0.85,-0.8,0.47,0.91,0.01,14.5,30.3
30,0,200102,2.22,24.7,-0.9,0.94,-0.61,-0.47,0,990,-0.29,-1.32,-0.79,-1.19,-0.19,0.78,0.12,15.8,33.7
30,0,200103,4.92,28,1.11,1.95,3.32,1.66,0,985,1.74,1.11,0.22,-0.44,-0.1,1.15,0.23,19.7,36.2
30,0,200104,1.18,44.4,-1.4,-1.4,-4.19,-1.4,0,512,-2.56,-0.09,-0.32,-0.89,-0.87,0.28,0.13,32.7,56.1
30,0,200105,2.94,57,-1.71,-1.71,-1.37,-1.71,17,204,-0.43,-1.71,-0.36,-0.85,-1.13,-0.39,0.17,45.1,69
30,0,200106,4.29,64.8,-1.3,-1.3,0.7,-0.88,117,27,0.45,-0.01,-0.95,-0.72,-0.95,-0.62,0.46,53.7,75.9
30,0,200107,2.4,65.9,-1.68,-1.68,-1.55,-1.68,129,18,-1.47,-0.46,-0.65,-0.77,-1.12,-1.09,0.36,54.7,77.2
30,0,200108,3.11,70.1,-2.2,-2.2,-2.08,-2.2,262,3,-0.54,-1.4,-0.72,-0.84,-1.14,-1.3,0.42,58.3,81.8
30,0,200109,4.13,59.4,-1.94,-1.94,0.12,-1.81,39,104,0.4,-0.04,-0.84,-1.3,-1.12,-1.23,-0.01,48,70.7
30,0,200110,2.36,50.1,-2.36,-2.36,-1.88,-2.36,2,363,-0.71,-0.33,-0.54,-0.9,-1,-1.32,-0.13,39.3,61
30,0,200111,2.24,43.1,-3.32,-3.32,-3.6,-3.32,0,553,-1,-1.28,-0.81,-1.11,-1.22,-1.5,-0.25,33.6,52.6
30,0,200112,2.74,33.4,-3.45,-3.45,-1.42,-3.45,0,841,-0.37,-0.97,-1.31,-1.48,-1.79,-1.69,-0.1,25.8,41
30,0,200201,2.19,29.1,-3.42,-3.42,-0.96,-3.42,0,967,-0.59,-0.79,-1.27,-1.33,-1.46,-1.51,-0.26,21.6,36.6
30,0,200202,2.3,29.1,-3.22,-3.22,-0.46,-3.22,0,869,-0.19,-0.71,-0.84,-1.24,-1.45,-1.5,-0.38,18.6,39.5
30,0,200203,3.31,33.2,0.13,-2.75,0.4,-2.53,0,829,0.26,0.05,-0.4,-1.38,-1.54,-1.85,-0.34,23.5,42.9
30,0,200204,4.06,45.9,0.34,-2.24,0.68,-1.69,0,459,0.81,0.75,0.48,-0.59,-0.84,-1.13,-0.49,35.4,56.4
30,0,200205,5.34,51.3,1.28,-1.05,2.9,0.69,3,316,1.32,1.3,1.3,0.57,-0.11,-0.51,-0.58,40.3,62.3
30,0,200206,5.44,64.3,2.02,2.02,2.61,2.02,90,34,1.11,1.53,1.56,1.22,0.21,-0.22,-0.56,53.2,75.4
30,0,200207,2,70,-0.94,0.87,-2.83,-0.51,265,2,-2.08,-0.05,0.63,0.77,0.05,-0.28,-0.96,58.6,81.4
30,0,200208,2.63,69,-1.77,-1.77,-2.77,-1.77,237,5,-1.1,-2.03,-0.58,0.48,0.02,-0.39,-1.21,57,81.1
30,0,200209,4.6,63.1,0.04,-1.55,0.11,-1.43,76,56,0.72,-0.04,-1.1,0.65,0.41,-0.29,-1.07,51.3,74.9
30,0,200210,4.31,46.2,0.41,-1.02,1.13,-0.27,0,452,0.61,0.84,0.29,0.63,0.76,0.16,-0.74,37.4,54.9
30,0,200211,3.84,36,0.74,0.74,1.13,0.74,0,737,0.44,0.69,0.91,0.23,0.9,0.52,-0.56,29.1,43
30,0,200212,3.54,24.8,0.86,0.86,0.58,0.86,0,1088,0.39,0.54,0.73,-0.13,0.86,0.7,-0.53,17,32.6
30,0,200301,2.51,14.6,0.63,0.63,-0.43,0.63,0,1369,-0.21,0.01,0.29,0.4,0.65,0.77,-0.36,6,23.1
30,0,200302,2.52,18.3,0.54,0.54,-0.06,0.54,0,1160,0.08,-0.25,-0.02,0.76,0.22,0.82,-0.35,8.9,27.7
30,0,200303,2.81,31.7,0.4,0.4,-0.27,0.4,0,892,-0.24,-0.16,-0.37,0.39,-0.32,0.68,-0.67,20.1,43.3
30,0,200304,2.65,41.3,0.06,0.06,-0.88,-0.49,0,608,-0.57,-0.57,-0.54,-0.16,0.08,0.37,-0.43,30.5,52
30,0,200305,4.83,53.8,0.64,0.64,1.76,0.64,4,304,0.98,0.44,0.26,0.17,0.66,0.25,-0.18,43.4,64.3
30,0,200306,4.08,62.7,0.85,0.85,0.83,0.85,57,59,0.31,0.78,0.42,0.13,0.49,-0.06,-0.21,52.5,72.8
30,0,200307,4.53,68.1,1.27,1.27,1.52,1.27,210,6,0.66,0.53,0.88,0.43,0.49,0.52,0.1,57.6,78.6
30,0,200308,4.6,69.1,1.67,1.67,1.58,1.67,237,5,0.83,0.96,0.82,0.7,0.59,0.88,0.34,59,79.1
30,0,200309,5.43,60.5,2.45,2.45,2.86,2.45,52,86,1.23,1.45,1.47,1.22,0.99,1.07,0.53,50.4,70.6
30,0,200310,5.34,46.2,3.46,3.46,3.8,3.46,0,462,1.15,1.64,1.67,1.74,1.43,1.31,0.92,36.3,56.1
30,0,200311,4.3,40.5,3.53,3.53,1.27,3.53,0,614,0.79,1.29,1.71,1.75,1.62,1.45,1.21,31.9,49.1
30,0,200312,4.42,27.5,3.82,3.82,1.97,3.82,0,1009,1.13,1.19,1.55,2.03,1.78,1.58,1.46,19.4,35.6
30,0,200401,2.24,12.8,3.14,3.14,-0.88,2.74,0,1427,-0.53,0.44,0.81,1.74,1.87,1.54,1.42,4.4,21.1
30,0,200402,1.49,21.7,2.16,2.16,-1.95,0.96,0,1045,-1.36,-1.41,-0.27,1.32,1.46,1.38,1.36,11.1,32.3
30,0,200403,2.37,34.8,1.45,1.45,-1.47,-0.3,0,824,-0.69,-1.42,-1.64,0.6,1.28,1.26,1.2,25.6,44
30,0,200404,3.8,44.1,1.5,1.5,0.6,0.02,0,514,0.58,-0.04,-0.74,0.13,1.26,1.52,1.12,33.8,54.4
30,0,200405,5.57,58.5,2,2,1.95,1.19,27,168,1.46,1.29,0.91,0.56,1.47,1.65,1.19,47.1,69.9
30,0,200406,2.88,62,1.5,1.5,-0.86,0.41,67,56,-0.63,0.57,0.68,-0.26,0.81,1.35,0.81,50.8,73.2
30,0,200407,6.08,67.3,2.69,2.69,4.01,2.69,173,10,1.72,0.69,1.27,0.68,0.94,1.61,1.43,57.9,76.7
30,0,200408,5.72,65.8,3.84,3.84,4.3,3.84,155,20,1.66,2.5,1.34,1.55,1.24,1.79,1.83,56.3,75.3
30,0,200409,5.32,61.9,4.37,4.37,2.76,4.37,63,69,1.16,1.89,2.35,2.07,1.39,1.79,1.87,51.6,72.2
30,0,200410,2.26,48.4,3.72,3.72,-0.58,3.44,0,409,-0.79,0.21,0.96,1.51,1.13,1.27,1.62,38.9,57.9
30,0,200411,3.25,38.8,3.3,3.3,-0.11,2.93,0,666,-0.04,-0.67,0.15,1,1.31,1.1,1.55,30,47.4
30,0,200412,4.19,26,3.5,3.5,1.61,3.5,0,1036,0.95,0.57,-0.09,1.57,1.56,1.03,1.66,17.4,34.5
30,0,200501,3.9,18.6,3.76,3.76,1.87,3.76,0,1258,1.06,1.4,0.98,1.31,1.74,1.36,1.77,9.8,27.5
30,0,200502,2.14,24.1,3.12,3.12,-0.76,2.77,0,1001,-0.39,0.54,0.96,0.67,1.3,1.54,1.79,13.8,34.4
30,0,200503,2.66,27.6,2.62,2.62,-0.53,2.01,0,1010,-0.39,-0.58,0.19,-0.02,1.48,1.57,1.75,17.9,37.4
30,0,200504,4.73,45.9,2.98,2.98,1.89,2.98,0,479,1.36,0.76,0.4,0.97,1.31,1.78,1.96,33.3,58.6
30,0,200505,1.59,51,1.93,1.93,-2.23,0.96,0,353,-1.72,-0.18,-0.39,0.31,0.26,0.92,1.61,39.6,62.4
30,0,200506,3.62,69.1,1.36,1.36,-1.11,-0.08,167,7,-0.02,-1.16,-0.24,-0.15,-0.22,1.05,1.5,57.7,80.4
30,0,200507,4.05,71.1,1.13,1.13,-0.27,-0.38,265,1,0.28,0.07,-0.82,-0.47,0.18,0.64,1.51,60.4,81.9
30,0,200508,4.24,70.1,0.95,0.95,-0.18,-0.56,281,3,0.53,0.44,0.29,-0.13,0.34,0.3,1.45,59.2,81
30,0,200509,3.88,63.2,0.61,0.61,-0.74,-1.07,108,45,0.23,0.49,0.49,0.06,0.11,0,1.23,51.8,74.6
30,0,200510,8.29,49.7,2.5,2.5,5.88,2.5,3,360,2.41,2.2,2.01,0.98,1.06,1.29,1.61,41.8,57.6
30,0,200511,4.95,40.5,3,3,2.26,3,0,619,1.25,2.5,2.36,1.94,1.49,1.67,1.69,30.7,50.3
30,0,200512,2.8,23.8,2.5,2.5,-0.59,2.19,0,1106,-0.31,0.73,2.16,1.93,1.37,1.36,1.52,16.8,30.9
30,0,200601,4.07,30.1,2.95,2.95,2.15,2.95,0,943,1.18,0.58,1.2,2.18,1.39,1.4,1.68,21.4,38.7
30,0,200602,2.02,24.7,2.32,2.32,-0.98,1.86,0,987,-0.55,0.58,0.18,2.08,1.8,1.42,1.81,16.1,33.3
30,0,200603,1.73,31.7,1.38,1.38,-2.11,0.01,0,876,-1.37,-1.52,-0.38,1.76,1.6,1.19,1.71,22.2,41.1
30,0,200604,3.36,45.7,1.06,1.06,-0.54,-0.49,0,471,0.16,-0.87,-1.1,0.25,1.58,0.91,1.59,33.6,57.8
30,0,200605,3.73,55.7,0.92,0.92,-0.09,-0.61,14,226,0.2,0.24,-0.48,-0.28,1.44,1.35,1.41,44.7,66.7
30,0,200606,7.16,64.5,2.55,2.55,5.18,2.55,99,31,1.93,1.57,1.37,1.04,2.06,2.01,1.93,54.8,74.1
30,0,200607,5.21,71,3,3,2.13,3,283,1,1.15,2.03,1.8,1.01,1.38,2.12,1.9,60.8,81.2
30,0,200608,4.26,66.8,3.18,3.18,1.46,3.18,195,14,0.55,1.17,1.97,1.28,1.19,2.11,1.69,56.2,77.3
30,0,200609,4.44,58.1,3.48,3.48,1.9,3.48,29,128,0.61,0.8,1.22,1.76,1.52,2.23,1.55,49,67.2
30,0,200610,6.16,46.6,4.74,4.74,4.84,4.74,0,435,1.54,1.57,1.51,2.21,1.73,1.91,2.04,37.3,55.8
30,0,200611,3.44,42.4,4.15,4.15,-0.29,3.99,0,554,0.12,1.28,1.37,2.36,1.83,1.7,2.05,34.4,50.3
30,0,200612,3.31,34.4,3.71,3.71,-0.05,3.47,0,817,0.18,0.19,1.17,1.57,1.95,1.74,1.97,26.9,41.9
30,0,200701,3.97,25.2,3.99,3.99,1.98,3.99,0,1051,1.11,0.86,0.7,1.55,2.25,1.73,1.91,17,33.4
30,0,200702,2.42,16.2,3.5,3.5,-0.24,3.35,0,1193,-0.04,0.8,0.65,1.47,2.33,1.89,2.02,7.6,24.8
30,0,200703,3.67,30.2,3.53,3.53,1.19,3.53,0,924,0.6,0.4,1,1.5,1.81,2.25,2.14,19.3,41.1
30,0,200704,4.92,41.2,4.25,4.25,3.24,4.25,0,604,1.51,1.45,1.23,1.27,1.85,2.56,2.1,31.9,50.5
30,0,200705,1.92,56.2,2.92,2.92,-2.68,1.83,20,196,-1.37,0.11,0.36,0.67,1.31,2.19,2.26,42.6,69.8
30,0,200706,2.91,65.7,2.06,2.06,-1.68,0.32,108,24,-0.6,-1.41,-0.32,0.28,0.88,1.29,2.08,53.2,78.2
30,0,200707,4.71,66.7,2.32,2.32,1.43,1.12,183,11,0.8,0.04,-0.69,0.14,0.48,1.17,2.26,55.9,77.5
30,0,200708,2.55,67.8,1.22,1.22,-2.57,-0.84,190,10,-1.2,-0.21,-0.52,-0.2,0.13,0.8,2.01,56.5,79
30,0,200709,3.31,62,0.59,0.59,-1.51,-1.83,68,65,-0.21,-1.03,-0.3,-0.51,-0.02,0.6,1.89,50,74
30,0,200710,5.01,54.9,0.68,0.68,0.44,-1.42,19,218,0.99,0.57,0.02,-0.51,0.09,0.37,1.48,44.8,65
30,0,200711,4.25,35.9,0.95,0.95,1.02,-0.73,0,741,0.75,1.15,0.84,0.21,0.33,0.56,1.39,27.7,44
30,0,200712,4.83,25.9,1.73,1.73,2.62,0.76,0,1048,1.45,1.35,1.56,0.98,0.56,0.89,1.68,19,32.9
30,0,200801,2.06,25.9,1.16,1.16,-1.17,-0.04,0,1070,-0.76,0.59,0.89,0.58,-0.01,0.48,1.39,17.7,34.1
30,0,200802,5.28,23.5,2.71,2.71,5.02,2.48,0,998,2.5,1.47,2.06,1.75,1.11,1.11,1.84,14.8,32.2
30,0,200803,5.15,29.3,3.67,3.67,3.71,3.67,0,912,1.94,2.97,2.28,2.5,1.87,1.39,2.25,19.7,39
30,0,200804,2.81,48.4,2.58,2.58,-2.13,1.69,0,434,-0.4,1.1,2.39,2.15,1.56,0.95,2.13,35.5,61.3
30,0,200805,2.28,51.7,1.85,1.85,-1.39,0.39,2,318,-1.02,-0.96,0.24,1.42,1.48,1.02,2.04,39.6,63.8
30,0,200806,4.38,66.7,1.84,1.84,0.54,0.6,150,13,0.5,-0.3,-0.45,1,1.63,1.28,1.6,56.2,77.1
30,0,200807,5.52,69.1,2.62,2.62,2.9,2.36,252,4,1.36,1.09,0.4,1.7,1.71,1.42,1.73,58.7,79.5
30,0,200808,4.06,64.8,2.83,2.83,1.46,2.83,130,26,0.38,1.23,1.09,0.91,1.69,1.66,1.69,54.2,75.4
30,0,200809,3.39,60.7,2.53,2.53,-0.04,2.45,60,77,-0.14,0.09,0.84,0.16,1.25,1.7,1.52,50.1,71.4
30,0,200810,4.74,46.4,3.2,3.2,2.8,3.2,0,452,0.85,0.48,0.55,0.64,1.62,1.7,1.33,35.7,57.1
30,0,200811,2.77,36.5,2.69,2.69,-0.55,2.41,0,725,-0.47,0.4,0.18,0.82,0.8,1.48,1.25,29.1,43.8
30,0,200812,5.29,26.5,3.53,3.53,3.34,3.53,0,1013,1.78,0.88,1.13,1.29,0.75,1.53,1.54,18,35.1
30,0,200901,2.53,15,3.03,3.03,-0.4,2.82,0,1354,-0.19,1.22,0.64,0.8,0.82,1.62,1.32,5.8,24.2
30,0,200902,1.68,24.7,2.18,2.18,-1.6,1.28,0,978,-1.05,-0.96,0.54,0.46,0.97,0.93,1.25,15,34.4
30,0,200903,2.81,33.1,1.81,1.81,-0.44,0.71,0,872,-0.24,-0.85,-0.94,0.49,0.79,0.38,1.1,22.4,43.8
30,0,200904,2.51,45.8,0.93,0.93,-2.1,-0.94,0,481,-0.73,-0.68,-1.17,-0.28,0.18,0.32,0.74,34.1,57.5
30,0,200905,4.64,55.1,1.26,1.26,1.27,-0.08,12,236,0.85,0.27,0.1,0.4,0.34,0.84,1.14,43.4,66.8
30,0,200906,5.03,62.1,1.92,1.92,2.38,1.34,52,64,0.89,1.09,0.65,0.06,0.71,0.94,1.38,52,72.2
30,0,200907,5.51,65.2,2.91,2.91,3.58,2.91,138,20,1.36,1.35,1.49,0.68,0.85,0.95,1.57,55.5,74.9
30,0,200908,5.05,67.9,3.52,3.52,2.72,3.52,221,9,1.18,1.8,1.64,1.31,1.37,1.1,1.89,57.9,77.9
30,0,200909,2.49,58.4,2.89,2.89,-0.81,2.51,29,123,-0.93,0.15,0.87,0.98,0.52,0.95,1.74,47.5,69.3
30,0,200910,4.42,45.9,3.4,3.4,2.43,3.4,0,461,0.67,-0.12,0.46,1.34,0.8,0.92,1.67,37.6,54.3
30,0,200911,2.06,41.8,-0.77,2.28,-2.31,1.3,0,569,-1.19,-0.11,-0.69,0.74,0.65,0.8,1.39,32.6,50.9
30,0,200912,3.64,25.2,-0.44,2.29,0.74,1.57,0,1068,0.48,-0.46,0.09,0.55,0.77,0.44,1.27,18,32.4
30,0,201001,2.41,21.8,-0.6,1.86,-0.59,0.88,0,1184,-0.33,0.01,-0.68,-0.04,0.89,0.41,1.28,14.3,29.2
30,0,201002,2.72,24.1,-0.43,1.77,0.31,0.89,0,1017,0.3,-0.17,0.1,-0.49,0.72,0.64,0.97,17.7,30.4
30,0,201003,3.64,38.2,-0.35,1.62,0.1,0.76,0,703,0.57,0.59,0.23,0.16,0.57,0.79,0.72,28.6,47.8
30,0,201004,2.09,49.2,-1.52,-1.52,-3.6,-1.52,0,382,-1.23,-0.36,-0.24,-0.71,-0.18,0.71,0.59,36.5,62
30,0,201005,2.63,58.6,-2.07,-2.07,-2.13,-2.07,33,154,-0.7,-1.23,-0.74,-0.52,-0.84,0.25,0.65,46.2,71.1
30,0,201006,5.57,65.1,0.85,-1.01,2.55,0.22,148,21,1.18,0.46,-0.09,0.01,0.01,0.36,0.79,54.8,75.4
30,0,201007,4.02,71.4,0.81,-0.85,0.16,0.43,326,1,0.25,0.96,0.42,0.18,-0.19,0.07,0.63,60.4,82.4
30,0,201008,4.47,68.2,1.16,1.16,1.28,1.16,222,8,0.73,0.57,1.13,0.37,0.36,-0.08,0.7,58,78.4
30,0,201009,3.3,60.9,0.85,0.85,-0.56,0.4,77,68,-0.22,0.29,0.31,0.05,0.12,0.1,0.7,50.9,70.9
30,0,201010,6.9,48.5,2.39,2.39,4.88,2.39,2,377,1.86,1.4,1.44,1.28,1.09,0.66,0.97,39.1,57.9
30,0,201011,2.86,37.9,1.95,1.95,-0.59,1.63,0,680,-0.39,1.34,1.02,1.44,0.89,0.85,0.99,29.2,46.7
30,0,201012,3.31,23.1,1.82,1.82,0.22,1.53,0,1146,0.18,-0.15,1.22,1.04,0.73,0.78,0.76,16.9,29.4
30,0,201101,2.01,18.6,1.21,1.21,-1.26,0.33,0,1286,-0.83,-0.5,-0.64,0.82,0.85,0.69,0.68,10.6,26.7
30,0,201102,3.53,21.8,1.69,1.69,1.8,1.5,0,1043,1.11,0.16,0.15,0.94,1.36,0.87,0.93,11.3,32.3
30,0,201103,4.51,30.9,2.39,2.39,2.62,2.39,0,886,1.38,1.66,0.99,1.54,1.33,1.03,1.12,21.7,40.2
30,0,201104,6.78,45,4.07,4.07,5.78,4.07,0,497,2.82,2.78,3.09,1.7,2.08,2.01,1.63,35.1,54.8
30,0,201105,6.17,58,4.61,4.61,2.87,4.61,26,172,1.82,2.59,2.93,2.6,2.45,2.68,1.92,48.1,67.9
30,0,201106,4.25,65.1,4.35,4.35,0.67,4.35,117,26,0.42,1.39,2.26,2.56,2.51,2.36,1.75,54.6,75.5
30,0,201107,2.55,71.4,3.17,3.17,-2.2,2.27,308,1,-1.27,-0.4,0.7,2.4,1.58,1.98,1.43,59.7,83.1
30,0,201108,7.76,67.6,5.09,5.09,6.73,5.09,202,11,2.93,1.66,1.3,3.01,2.73,2.53,1.78,57.3,77.8
30,0,201109,7.12,62.6,6.32,6.32,5.26,6.32,84,54,2.13,3.09,2.45,3.09,3.09,3.09,2.29,53.6,71.7
30,0,201110,4.61,49.6,6.46,6.46,2.38,6.46,2,362,0.78,2.03,2.92,2.53,3.09,2.85,2.34,40.6,58.6
30,0,201111,2.98,43.1,-0.36,5.44,-1.08,4.99,0,552,-0.28,0.44,1.59,2,3.09,3.02,2.44,33.3,52.8
